,x,y
0,55.66727524576573,85.23230216760365
1,53.672667524722385,84.94873872167162
2,49.20699128887946,85.26729567368253
3,49.15254021459338,80.57243198626101
4,44.63835311729081,79.29806852277734
5,44.38345575087309,78.1071609268609
6,43.131787464342786,77.73642018491336
7,38.74413168971995,75.49745124592805
8,37.66849007223683,75.13826743702819
9,34.84972278822799,73.10570415257975
10,29.340285339116296,67.77611328526334
11,28.612233076214714,66.74890613922229
12,27.84973822653292,65.49560173062244
13,25.65950917823224,55.68724122214947
14,24.54114987403099,58.830802273215966
15,25.897582149531157,61.284995646569264
16,27.38462438652535,60.250799940549506
17,28.93220579045977,63.118078073875324
18,25.44963779512683,59.510238033353076
19,32.503561227238734,67.28751378824184
20,38.49431617630953,75.26925048779479
21,40.910974601414594,76.78442666506594
22,55.64565801033474,79.63084231741573
23,58.09980696217781,79.56265220293876
24,63.394095799577755,77.79159529021574
25,64.2762790471286,78.20345238890077
26,62.35131987779868,78.30704990060418
27,60.52671833630665,79.17828266950231
28,62.39807326117,78.76437492353588
29,64.59061715230385,76.18907399874759
30,29.092967177867077,34.44493171551663
31,43.64746060066013,21.3778857143459
32,37.80243129946852,24.50406789497089
33,35.59514854476579,25.690758149522736
34,40.03645889044499,23.081640824642893
35,39.98343155432191,19.98148701523212
36,38.25724697362634,24.318411996183517
37,37.5073321771728,24.47972383210269
38,31.83770927273399,29.850856521500024
39,27.73907886984797,37.40726650399875
40,26.25445500864461,43.89444242022261
41,25.93104321712198,49.5099126026076
42,25.416619113404966,61.17007607056155
43,28.500686003809598,35.82064278307923
44,29.192380390048545,30.835315817678687
45,34.9208253189182,27.557292593190038
46,36.05059402104614,21.63013377630242
47,35.84071486140529,24.060911948833972
48,44.70805242373771,18.440182025424868
49,42.83927246259407,17.97462546104329
50,45.226993025119846,17.322206018916134
51,51.91385639251061,17.69776857310708
52,54.01429292015273,16.80143028528253
53,49.37607262945473,19.92873894145151
54,60.7425307853835,19.304221492680917
55,67.08667644464161,22.291352904869353
56,74.89463878585464,28.658555248697624
57,82.3938855081039,41.805035616555905
58,84.77251078693844,45.64233374150267
59,83.08743411319216,48.809334237431784
60,80.90624245553008,64.89314632312832
61,76.09207295541455,68.84569527543549
62,74.17550821159998,71.76207066077392
63,68.32062108197469,76.464755462424
64,49.02904209407854,79.37479952595288
65,50.41536500299512,79.58140199107753
66,51.5825789265878,79.66745931267975
67,53.19008754414666,79.66383864742537
68,57.08424135129839,79.56579828640965
69,57.967811843169066,79.53046523836035
70,52.939619337357406,79.72454484069202
71,53.458015481554874,79.75153163418877
72,50.24839767468089,79.38259045903018
73,49.29379399015977,79.28001533381615
74,48.884910465311755,79.15310249773209
75,30.261191438427122,68.80672956995906
76,33.142876673712365,71.56566177808854
77,29.442089392212463,67.63464055831702
78,54.531241679237375,88.68918267152092
79,60.56426291406059,86.86621481318262
80,59.17471174180871,88.48928699768722
81,60.935656397408074,85.11913386381325
82,62.50793052342544,79.18924932361104
83,64.52151964536525,77.79987110411105
84,64.0672891595799,78.18832030211134
85,67.52577666104851,76.84052411315558
86,67.95198487105048,76.70817033233565
87,71.54131271755898,74.65881089635356
88,77.37076258605782,69.64845542643539
89,81.06887352325809,63.57699952369817
90,84.31907909813668,58.57402358319494
91,85.53375012315448,53.68948070347797
92,85.7344159192774,49.329097807282146
93,86.19689279411162,47.84096604183661
94,86.01918714730542,43.91832625391566
95,84.92789062499592,41.18730549513721
96,84.87539399752967,41.255966842911235
97,82.21965915165444,36.86316505607777
98,71.08678198810428,25.05908385742712
99,69.74403450463421,21.764843760967203
100,67.56819743669718,20.885968793818204
101,67.90354921182063,21.30722816288438
102,66.9463099340066,21.70528646717321
103,66.43793159218832,18.379600565543726
104,71.19419891562524,21.031569223453
105,70.03388826396599,21.60249265128473
106,70.57639336478732,21.437644035335424
107,68.69947648658675,19.817099704372794
108,66.17563040697334,18.88123746335108
109,62.43530157473414,20.307599197916687
110,58.501307346379434,16.357191366185507
111,57.992376620206954,16.36092920766412
112,54.01782661165438,15.851793476655219
113,50.90478245292617,16.17963940791593
114,51.32774792796581,16.715215577089264
115,48.6590710584842,16.40789152358198
116,51.492267743962394,16.17784217406806
117,52.818894014996964,16.3110745094403
118,56.78725914868876,16.07012085890334
119,57.956368975773074,16.30239769983578
120,54.35010953924396,15.907318251973635
121,56.276318534957014,16.082670447341677
122,47.76024434931354,17.426767291809185
123,49.34510222961811,16.26661828798308
124,51.1982193854354,16.38954988371097
125,56.612119378049336,16.01363305205295
126,59.47781808393131,16.66271749290751
127,59.57205235506222,16.84851374888708
128,63.77074793872183,17.363944504932398
129,63.0538053760314,17.244816235051044
130,65.57476150000588,18.809548978565314
131,66.81723745678484,18.416980545511286
132,70.83779843583856,21.45075176925808
133,61.99105148171536,16.872567189315447
134,64.70310868368686,17.79153445484001
135,64.89629819850416,13.6080363821652
136,39.05950268762435,21.755187225231108
137,38.04803688840814,24.190554109937143
138,83.85475636349791,45.214208264812136
139,51.29987698565704,84.27866686455452
140,50.41551569295807,85.98363571838857
141,47.21889578227056,84.7808186554931
