,x,y
0,54.95370964012629,92.99334892535109
1,53.41101697845305,91.52480506008357
2,46.526245553819926,91.81610852334057
3,44.9631270782401,88.54914638809964
4,41.354877038609914,86.02283953176787
5,42.467969278046944,81.17313469243327
6,39.85532865200011,76.27798161233015
7,37.38479093348651,74.73140572097215
8,34.681981848897316,72.99252656133056
9,31.599409173508686,69.96793408115505
10,28.665589601062027,66.94381636690602
11,26.59960155171392,62.52063198784781
12,26.08952217222893,59.988319895693124
13,25.350649020964134,53.292897158799136
14,26.035541906050618,55.94178378375482
15,26.430137604319828,55.73520864828278
16,26.05688653899837,55.606093738390726
17,28.70775193943195,59.56285979870406
18,30.72305417615822,53.6077879883614
19,34.034199286275474,61.769792295654405
20,40.370345829717465,66.52313633988054
21,43.41811344722932,66.93779923432403
22,54.94379129494772,69.91756926812846
23,58.167391387263734,70.04558273695454
24,61.43333354512562,71.81173127203992
25,64.63815797775864,74.98840206105208
26,65.71176300325818,74.64140601098342
27,61.76537581726764,76.84122706285874
28,60.90965511757303,69.74407420964918
29,59.59264985759262,63.65280577581761
30,42.2843518750581,39.96353880773617
31,44.91604343456162,26.870594877389244
32,43.74993312712073,32.678730883789726
33,46.014956433621194,36.67783100131308
34,42.261680777953906,29.317607075107702
35,40.4622857320609,23.734693737847834
36,36.15825850303285,26.23573924932897
37,35.17913690188443,25.837133941894276
38,32.119000666717255,30.281935098192264
39,28.02707740303613,36.05211476485886
40,26.288060688961245,41.01517200520563
41,26.65059838504878,43.703050464494765
42,28.62387616893084,56.32934087498839
43,29.30092613106768,33.86207228632287
44,30.845449174005317,31.203276806482744
45,34.9576710513754,27.386878499689317
46,33.93582255151488,25.034361331568615
47,37.02940205222741,24.760208040385145
48,42.08469363201947,19.65057528239417
49,43.18665507743841,19.96060069625626
50,44.08641646321688,20.38091613386248
51,49.35192003527153,19.456344876247442
52,51.870106960775516,23.301175948701072
53,50.25672687864108,28.721283392137064
54,59.447754895123595,30.252452905782505
55,61.091283738306295,32.797983002379716
56,68.49035683244475,36.02552748981954
57,71.52474883361715,44.070068964735356
58,77.26584257514075,46.26780415356683
59,78.55364527011021,47.81280740164868
60,80.14949321384663,60.90245668226337
61,77.26908294812525,65.28401324381133
62,74.99906906228394,68.30675579938453
63,69.29957489672583,74.07432047472693
64,47.242445120551466,79.22546057995011
65,50.29760583038234,79.92433003495934
66,51.272568449370546,81.62583563081559
67,51.057154691043266,82.07927195464443
68,54.761938392202744,81.49152631758184
69,57.90151030453579,82.26712012680252
70,55.179475355634665,79.84637517474279
71,53.77129303260185,79.71073195686498
72,50.43210768643577,79.6409583499668
73,49.91453463382803,78.42608610314365
74,48.241883262833994,79.22338921844285
75,28.678164718776852,64.93514742361596
76,30.484743635917173,67.92883858595928
77,29.44845982923385,67.04284514236488
78,56.905666704296536,95.87511483975328
79,60.34022357652762,95.85682110955435
80,63.505713852206604,94.4385013025912
81,66.06332295665845,91.42116417603478
82,67.79942729903307,87.12376715637757
83,67.80782858855927,82.59027099480352
84,69.2817454231793,79.26428093169508
85,69.82653640160473,76.46673971158023
86,70.49272042410759,75.33626580468392
87,74.04645629194728,72.53619295433025
88,78.86656630209148,66.96110802056029
89,83.3010852503971,60.911597097153226
90,83.31152823716857,57.124843423961764
91,85.53927896059946,50.431980930245714
92,85.9458839663723,47.314838591164104
93,84.97643105929457,43.635407678370576
94,85.74957412913756,44.70051486814906
95,86.12248856371797,39.962454702319725
96,88.23734912622629,37.72912594040887
97,91.00359354978711,36.07770544394612
98,63.64866569194499,33.48004418521782
99,66.74455385191669,28.296700624227647
100,64.39718732351474,24.397091430271136
101,68.63827510019321,22.983916836227802
102,65.99621049876066,21.27110816520709
103,65.95621700319126,19.896575746339764
104,73.00215699886654,22.17788322205339
105,71.5955646724451,21.605044526846815
106,69.24347458123098,21.04346324707401
107,65.89923112968404,19.439206810576138
108,64.99561237337831,18.41161875715646
109,60.2006669274216,19.085073813955823
110,61.3673337273037,17.319835385287856
111,56.42454012264568,16.14612598866615
112,52.54649063816674,16.12867790062699
113,50.52998325349269,16.66791196438705
114,49.79539352480068,16.507023148801544
115,47.391942794005914,17.237821005338755
116,50.01541042446126,16.66774091154534
117,53.02874128527676,16.51723588575632
118,55.08635555601337,16.505206856771206
119,57.813265339037045,16.611525986006843
120,54.16435013392974,16.050467417903754
121,52.765095580942784,15.995735792221701
122,47.42803221000468,15.608052921744443
123,49.89480159555436,10.171916509368891
124,51.777705849488065,16.38108730779626
125,54.91401739171712,15.850091644880163
126,58.235076432629185,16.70842201226342
127,59.913422452157754,14.306058678991883
128,62.3615511830197,14.528362173649946
129,65.58908776549681,17.989544595580757
130,67.46331524856919,15.407446330290234
131,71.14675189012631,13.579257982828688
132,75.82569841048998,15.192894337847566
133,66.20103195165,13.103613304609672
134,66.60736830736467,9.346967601407334
135,68.02627765200187,4.612864274326574
136,38.211896221028596,23.75237517454901
137,38.66623102330642,23.735562760431222
138,85.5622542397819,42.170847188666805
139,49.612688040200474,93.11748726013407
140,49.091542094177676,92.10419009448084
141,45.47724061272073,90.50460298424215
