5.641,99.2404
0.2564,60.3942
0.2564,66.1635
0.5128,71.5481
1.7949,53.8558
2.3077,74.2404
3.3333,35.7788
3.5897,74.625
4.8718,41.1635
5.641,92.7019
6.1538,75.3942
6.4103,28.4712
6.6667,88.8558
7.4359,103.0865
7.4359,51.9327
8.9744,86.1635
8.9744,51.9327
9.4872,73.0865
10,24.625
10.5128,44.625
11.2821,83.8558
11.5385,103.4712
12.0513,24.2404
12.5641,70.3942
13.5897,80.3942
14.8718,45.7788
15.1282,101.5481
15.3846,24.2404
17.4359,52.7019
17.4359,66.9327
18.4615,74.625
18.7179,97.7019
20.7692,71.1635
21.0256,26.5481
21.7949,93.0865
22.3077,46.9327
22.3077,63.8558
23.3333,110.0096
24.6154,106.1635
25.1282,101.5481
25.3846,67.7019
25.3846,109.2404
25.3846,29.2404
25.641,21.9327
25.8974,26.1635
26.1538,86.9327
26.1538,47.7019
27.4359,28.4712
27.6923,16.1635
27.6923,58.8558
27.9487,96.1635
28.4615,83.8558
28.9744,65.0096
28.9744,48.4712
28.9744,51.5481
29.2308,111.5481
30,91.1635
30,10.0096
30.2564,34.2404
30.5128,33.8558
31.0256,79.625
31.2821,56.1635
31.2821,111.5481
32.0513,62.3173
32.0513,8.0865
33.0769,54.625
33.3333,75.0096
33.5897,45.7788
34.1026,80.7788
35.1282,53.4712
35.3846,6.9327
35.8974,37.7019
36.1538,70.3942
36.1538,76.1635
36.4103,6.9327
36.6667,58.8558
36.6667,110.0096
37.4359,47.3173
38.2051,71.5481
38.2051,42.3173
38.4615,57.3173
38.7179,39.625
38.9744,65.7788
39.2308,54.625
39.2308,106.1635
40.2564,51.1635
40.5128,50.3942
40.5128,6.9327
40.7692,67.7019
41.7949,61.9327
42.0513,61.5481
42.0513,99.2404
42.5641,46.9327
43.0769,46.1635
43.3333,64.2404
43.8462,10.0096
44.359,91.5481
44.6154,71.1635
44.8718,73.0865
45.1282,79.625
45.1282,13.0865
45.3846,65.0096
45.641,86.9327
46.4103,42.7019
46.4103,28.0865
46.6667,65.0096
46.6667,35.7788
46.6667,44.2404
46.9231,64.625
47.1795,73.8558
47.4359,23.8558
47.4359,41.1635
47.4359,20.7788
48.4615,87.7019
48.4615,94.2404
48.4615,17.7019
48.7179,61.9327
48.9744,63.4712
48.9744,45.7788
49.7436,44.625
49.7436,50.7788
49.7436,13.8558
50.5128,98.0865
50.5128,55.7788
51.0256,60.7788
51.0256,53.0865
51.0256,11.5481
51.5385,10.0096
51.7949,50.3942
52.0513,100.7788
52.8205,56.5481
53.0769,62.7019
53.5897,102.7019
53.5897,63.4712
54.1026,57.3173
54.1026,46.5481
54.6154,7.7019
54.8718,56.9327
55.3846,65.0096
55.3846,57.3173
56.6667,105.3942
56.6667,67.3173
