9.4872,21.1635
11.2821,30.7788
13.8462,41.5481
19.4872,54.2404
23.5897,68.4712
30,80.0096
40.2564,90.0096
47.6923,90.0096
58.9744,83.0865
65.1282,75.3942
67.9487,62.3173
61.5385,42.7019
52.0513,28.0865
41.0256,19.2404
26.1538,16.1635
22.5641,21.9327
25.8974,45.3942
31.7949,55.3942
41.2821,67.7019
48.9744,73.8558
50.7692,74.2404
51.2821,59.625
44.359,42.3173
38.4615,33.8558
34.1026,33.8558
25.3846,52.3173
27.9487,76.1635
36.4103,81.9327
48.2051,78.8558
55.641,63.8558
51.7949,43.8558
45.1282,33.0865
37.9487,30.7788
33.3333,32.7019
33.0769,45.3942
37.1795,51.5481
39.4872,62.3173
38.2051,69.2404
27.6923,49.2404
24.8718,31.5481
28.9744,22.7019
44.359,23.4712
59.2308,34.625
71.0256,48.4712
76.9231,63.8558
80.5128,76.1635
77.1795,85.3942
64.8718,92.7019
47.6923,87.3173
31.5385,68.4712
23.3333,42.3173
20.2564,24.625
29.7436,20.3942
57.1795,21.1635
73.8462,30.3942
89.4872,51.5481
92.8205,70.0096
90,81.5481
83.3333,89.2404
61.5385,93.0865
46.1538,85.0096
34.1026,65.0096
28.4615,44.625
28.7179,39.2404
45.1282,42.3173
64.8718,53.0865
80.7692,70.0096
79.4872,75.0096
60.7692,77.3173
53.3333,65.7788
44.8718,46.9327
33.0769,35.0096
23.8462,31.5481
22.3077,38.0865
32.0513,60.0096
46.4103,71.1635
61.2821,70.3942
71.0256,69.625
74.8718,63.0865
75.1282,45.7788
70,28.4712
56.6667,21.5481
35.1282,19.625
22.3077,23.0865
14.359,36.1635
12.3077,66.9327
20.7692,89.2404
30.2564,101.1635
42.3077,104.625
52.3077,103.8558
64.1026,99.2404
70,91.5481
78.2051,76.9327
67.6923,45.0096
45.1282,28.0865
26.9231,23.8558
16.6667,43.8558
23.8462,59.2404
38.2051,70.0096
60,71.9327
71.0256,66.9327
69.2308,51.9327
55.641,38.8558
34.1026,30.7788
17.1795,28.0865
7.4359,33.8558
13.8462,57.7019
31.0256,71.5481
54.8718,76.5481
70.7692,76.9327
82.5641,74.2404
71.0256,46.5481
45.8974,48.0865
53.0769,60.3942
59.2308,53.4712
57.4359,48.4712
51.5385,46.5481
45.3846,54.2404
46.1538,60.7788
37.1795,45.7788
36.9231,43.0865
42.3077,38.8558
66.6667,49.2404
72.0513,67.7019
65.641,75.0096
43.5897,80.3942
24.6154,48.0865
24.359,40.7788
35.3846,31.9327
49.7436,30.0096
61.7949,43.0865
65.8974,61.5481
61.2821,71.5481
33.0769,55.3942
27.6923,44.2404
24.1026,40.7788
26.4103,26.9327
48.2051,24.625
68.9744,48.8558
73.8462,73.8558
58.2051,91.9327
36.1538,80.7788
31.7949,64.625
29.7436,50.7788
43.3333,54.625
50,59.625
56.4103,70.0096
56.1538,81.1635
30.5128,66.9327
22.3077,36.5481
25.641,31.5481
46.9231,36.5481
59.7436,51.1635
60.5128,63.4712
50.5128,67.7019
